Protein Id	Gene Symbol	Description	Group ID	Number of peptides	Collapsed?	Ct_replicate1	TIRRko_replicate1	Ct_replicate2	TIRR_replicate2	Average_ct	Average_TIRR	TIRRdel/ct	log2(TIRR/ct)
sp|Q14571|ITPR2_HUMAN	ITPR2	" Inositol 1,4,5-trisphosphate receptor type 2 OS=Homo sapiens GN=ITPR2 PE=1 SV=2"	1598	16	C	4177.23	2476.05	4575.47	3818.01	4376.35	3147.03	0.719099249	-0.475737191
sp|Q96BZ9-3|TBC20_HUMAN	TBC1D20	 Isoform 3 of TBC1 domain family member 20 OS=Homo sapiens GN=TBC1D20	4031	4	C	458.23	246.964	514.8	452.723	486.515	349.8435	0.719080604	-0.475774599
sp|Q92574|TSC1_HUMAN	TSC1	 Hamartin OS=Homo sapiens GN=TSC1 PE=1 SV=2	3922	14	C	3324.79	2173.41	3851.51	2986.42	3588.15	2579.915	0.719009796	-0.475916668
sp|Q96NT0|CC115_HUMAN	CCDC115	 Coiled-coil domain-containing protein 115 OS=Homo sapiens GN=CCDC115 PE=1 SV=1	1671	2	C	351.267	178.634	397.85	359.964	374.5585	269.299	0.718977142	-0.475982189
tr|A8MXP9|A8MXP9_HUMAN	MATR3	 Uncharacterized protein OS=Homo sapiens GN=MATR3 PE=4 SV=1	2386	56	C	18671.5	11979	20630.2	16277	19650.85	14128	0.718951089	-0.47603447
sp|Q15629|TRAM1_HUMAN	TRAM1	 Translocating chain-associated membrane protein 1 OS=Homo sapiens GN=TRAM1 PE=1 SV=3	3347	7	C	2858.25	1956.4	3205.35	2400.92	3031.8	2178.66	0.71860281	-0.476733518
sp|O43166-2|SI1L1_HUMAN	SIPA1L1	 Isoform 2 of Signal-induced proliferation-associated 1-like protein 1 OS=Homo sapiens GN=SIPA1L1	2922	7	C	1235.99	772.942	1401.15	1121.98	1318.57	947.461	0.718551916	-0.476835698
sp|Q7KZF4|SND1_HUMAN	SND1	 Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1	706	76	C	21152.9	13635.1	23810.7	18667.2	22481.8	16151.15	0.718410003	-0.477120657
sp|P09001|RM03_HUMAN	MRPL3	" 39S ribosomal protein L3, mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1"	3975	8	C	4068.59	2765.34	4540.02	3415.88	4304.305	3090.61	0.718027649	-0.477888696
sp|P04844|RPN2_HUMAN	RPN2	 Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens GN=RPN2 PE=1 SV=3	4938	51	C	16753.6	11223.1	18676.5	14213.7	17715.05	12718.4	0.717943218	-0.478058349
sp|O00560-2|SDCB1_HUMAN	SDCBP	 Isoform 2 of Syntenin-1 OS=Homo sapiens GN=SDCBP	2544	15	C	6120.25	4224.75	6624.97	4924.87	6372.61	4574.81	0.717886392	-0.478172544
sp|Q9UHW9-2|S12A6_HUMAN	SLC12A6	 Isoform 2 of Solute carrier family 12 member 6 OS=Homo sapiens GN=SLC12A6	4249	6	C	1682.27	954.391	1745.12	1505.55	1713.695	1229.9705	0.71773011	-0.47848665
sp|Q9BYG3|MK67I_HUMAN	MKI67IP	 MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Homo sapiens GN=MKI67IP PE=1 SV=1	3865	17	C	5335.46	3746.59	6244.89	4564.68	5790.175	4155.635	0.71770456	-0.478538008
sp|Q9UMS6-2|SYNP2_HUMAN	SYNPO2	 Isoform 2 of Synaptopodin-2 OS=Homo sapiens GN=SYNPO2	2906	4	C	956.518	602.043	1122.39	889.72	1039.454	745.8815	0.717570474	-0.478807565
sp|Q13330|MTA1_HUMAN	MTA1	 Metastasis-associated protein MTA1 OS=Homo sapiens GN=MTA1 PE=1 SV=2	1678	22	C	7389.56	4682.9	8287.28	6564.84	7838.42	5623.87	0.71747495	-0.478999632
sp|Q8IUD2|RB6I2_HUMAN	ERC1	 ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens GN=ERC1 PE=1 SV=1	237	58	C	18647.6	13162.6	21777.6	15840.8	20212.6	14501.7	0.717458417	-0.479032877
sp|Q6VMQ6|MCAF1_HUMAN	ATF7IP	 Activating transcription factor 7-interacting protein 1 OS=Homo sapiens GN=ATF7IP PE=1 SV=3	826	20	C	5904.92	3973.87	6849.93	5176.89	6377.425	4575.38	0.71743376	-0.479082459
sp|Q96T88|UHRF1_HUMAN	UHRF1	 E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1 PE=1 SV=1	1975	15	C	3773.52	2765.98	4416.75	3109.94	4095.135	2937.96	0.717426898	-0.479096259
sp|O43390|HNRPR_HUMAN	HNRNPR	 Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1	1389	5	C	2644.2	2067.21	3310.08	2204.48	2977.14	2135.845	0.717415036	-0.479120113
sp|Q9UNL2|SSRG_HUMAN	SSR3	 Translocon-associated protein subunit gamma OS=Homo sapiens GN=SSR3 PE=1 SV=1	6997	3	C	575.557	420.832	687.457	485.084	631.507	452.958	0.717265208	-0.479421442
sp|Q9H6B4|CLMP_HUMAN	CLMP	 CXADR-like membrane protein OS=Homo sapiens GN=CLMP PE=1 SV=1	1209	9	C	2731.22	1796.28	3102.51	2387.56	2916.865	2091.92	0.717180946	-0.479590936
sp|Q10471|GALT2_HUMAN	GALNT2	 Polypeptide N-acetylgalactosaminyltransferase 2 OS=Homo sapiens GN=GALNT2 PE=1 SV=1	187	42	C	15227.2	10965.3	17608.6	12575.6	16417.9	11770.45	0.716927865	-0.480100127
sp|O00468|AGRIN_HUMAN	AGRN	 Agrin OS=Homo sapiens GN=AGRN PE=1 SV=4	81	44	C	11580.3	7951.79	13091.8	9736.29	12336.05	8844.04	0.716926407	-0.480103063
sp|Q969V5|MUL1_HUMAN	MUL1	 Mitochondrial ubiquitin ligase activator of NFKB 1 OS=Homo sapiens GN=MUL1 PE=1 SV=1	6066	3	C	318.193	214.756	352.43	265.975	335.3115	240.3655	0.716842399	-0.480272124
sp|Q8WYA6|CTBL1_HUMAN	CTNNBL1	 Beta-catenin-like protein 1 OS=Homo sapiens GN=CTNNBL1 PE=1 SV=1	4086	21	C	9039.08	6583.75	10830.9	7658.99	9934.99	7121.37	0.716796897	-0.480363704
sp|Q13371|PHLP_HUMAN	PDCL	 Phosducin-like protein OS=Homo sapiens GN=PDCL PE=1 SV=3	3394	7	C	1845.71	1065.94	1987.82	1681.63	1916.765	1373.785	0.71672062	-0.480517233
sp|O75955|FLOT1_HUMAN	FLOT1	 Flotillin-1 OS=Homo sapiens GN=FLOT1 PE=1 SV=3	576	42	C	11116.2	6759.61	12349	10055.8	11732.6	8407.705	0.716610555	-0.480738801
sp|Q9NUL3-2|STAU2_HUMAN	STAU2	 Isoform 2 of Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens GN=STAU2	1614	16	C	3812.49	2339.65	4225.91	3420.56	4019.2	2880.105	0.716586634	-0.48078696
sp|O95406|CNIH_HUMAN	CNIH	 Protein cornichon homolog OS=Homo sapiens GN=CNIH PE=1 SV=1	7348	2	C	221.698	93.5274	231.59	231.282	226.644	162.4047	0.71656298	-0.480834584
sp|P56962|STX17_HUMAN	STX17	 Syntaxin-17 OS=Homo sapiens GN=STX17 PE=1 SV=2	4954	2	C	745.622	312.189	656.51	692.279	701.066	502.234	0.716386189	-0.481190571
sp|O15228|GNPAT_HUMAN	GNPAT	 Dihydroxyacetone phosphate acyltransferase OS=Homo sapiens GN=GNPAT PE=1 SV=1	4207	4	C	798.576	500.674	913.765	725.862	856.1705	613.268	0.716291907	-0.481380453
sp|Q9H813|TM206_HUMAN	TMEM206	 Transmembrane protein 206 OS=Homo sapiens GN=TMEM206 PE=1 SV=1	5581	2	C	461.404	217.141	527.75	491.133	494.577	354.137	0.716040172	-0.481887566
sp|Q5UIP0-2|RIF1_HUMAN	RIF1	 Isoform 2 of Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1	3094	26	C	7386.56	5170.35	8721.21	6360.03	8053.885	5765.19	0.715827206	-0.482316718
sp|P51805|PLXA3_HUMAN	PLXNA3	 Plexin-A3 OS=Homo sapiens GN=PLXNA3 PE=1 SV=2	110	3	C	960.215	747.33	1203.12	801.041	1081.6675	774.1855	0.715733347	-0.482505897
sp|P54289-3|CA2D1_HUMAN	CACNA2D1	 Isoform 3 of Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Homo sapiens GN=CACNA2D1	2732	2	C	208.065	160.869	254.802	170.248	231.4335	165.5585	0.715361	-0.483256627
sp|Q6EMK4|VASN_HUMAN	VASN	 Vasorin OS=Homo sapiens GN=VASN PE=1 SV=1	2260	9	C	2677.01	1840.36	2966.82	2196.81	2821.915	2018.585	0.715324523	-0.483330194
sp|Q9NP66|HM20A_HUMAN	HMG20A	 High mobility group protein 20A OS=Homo sapiens GN=HMG20A PE=1 SV=1	6593	11	C	3464.56	1767.4	3770.56	3407.13	3617.56	2587.265	0.715196154	-0.483589116
sp|Q12805-2|FBLN3_HUMAN	EFEMP1	 Isoform 2 of EGF-containing fibulin-like extracellular matrix protein 1 OS=Homo sapiens GN=EFEMP1	852	16	C	6127.02	4213.59	7093.19	5241.23	6610.105	4727.41	0.71517926	-0.483623196
sp|Q9UKK3|PARP4_HUMAN	PARP4	 Poly [ADP-ribose] polymerase 4 OS=Homo sapiens GN=PARP4 PE=1 SV=3	781	30	C	7601.34	4836.09	8690.78	6814.02	8146.06	5825.055	0.715076368	-0.483830769
sp|Q8NDT2|RB15B_HUMAN	RBM15B	 Putative RNA-binding protein 15B OS=Homo sapiens GN=RBM15B PE=1 SV=3	1010	13	C	3064.15	1741.7	3314.94	2819.29	3189.545	2280.495	0.714990696	-0.484003626
sp|Q9NPF5|DMAP1_HUMAN	DMAP1	 DNA methyltransferase 1-associated protein 1 OS=Homo sapiens GN=DMAP1 PE=1 SV=1	1672	6	C	809.793	448.277	844.385	733.612	827.089	590.9445	0.714487195	-0.485019938
sp|O43674|NDUB5_HUMAN	NDUFB5	" NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial OS=Homo sapiens GN=NDUFB5 PE=1 SV=1"	5959	5	C	3693.96	3022.44	4776.63	3024.49	4235.295	3023.465	0.713873532	-0.486259582
sp|O75334|LIPA2_HUMAN	PPFIA2	 Liprin-alpha-2 OS=Homo sapiens GN=PPFIA2 PE=1 SV=1	1203	3	C	1176.82	618.867	1278.7	1134.06	1227.76	876.4635	0.713872011	-0.486262656
sp|O15127|SCAM2_HUMAN	SCAMP2	 Secretory carrier-associated membrane protein 2 OS=Homo sapiens GN=SCAMP2 PE=1 SV=2	498	6	C	924.688	504.385	1001.31	870.427	962.999	687.406	0.713817979	-0.486371856
sp|Q9NX74|DUS2L_HUMAN	DUS2L	 tRNA-dihydrouridine synthase 2-like OS=Homo sapiens GN=DUS2L PE=1 SV=1	3346	6	C	924.61	476.412	988.463	889.072	956.5365	682.742	0.713764713	-0.486479516
sp|Q8TB72-3|PUM2_HUMAN	PUM2	 Isoform 3 of Pumilio homolog 2 OS=Homo sapiens GN=PUM2	2049	9	C	2427.93	1083.99	2558.77	2474	2493.35	1778.995	0.713495899	-0.487022957
sp|Q14699|RFTN1_HUMAN	RFTN1	 Raftlin OS=Homo sapiens GN=RFTN1 PE=1 SV=4	1476	18	C	5737.29	3916.34	6573.28	4866.7	6155.285	4391.52	0.713455185	-0.487105283
sp|O75400-2|PR40A_HUMAN	PRPF40A	 Isoform 2 of Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens GN=PRPF40A	4254	32	C	10894.8	7637.7	12352.8	8946.65	11623.8	8292.175	0.713379015	-0.487259316
##sp|Q8WZ42-3|TITIN_HUMAN	TTN	 Isoform 3 of Titin OS=Homo sapiens GN=TTN	6840	2	C	1020.03	775.307	1196.57	805.676	1108.3	790.4915	0.713246865	-0.487526595
sp|Q9BWS9-2|CHID1_HUMAN	CHID1	 Isoform 2 of Chitinase domain-containing protein 1 OS=Homo sapiens GN=CHID1	1200	10	C	3255.2	2408.26	3792.17	2617.82	3523.685	2513.04	0.713185202	-0.487651325
sp|Q9H6X2|ANTR1_HUMAN	ANTXR1	 Anthrax toxin receptor 1 OS=Homo sapiens GN=ANTXR1 PE=1 SV=2	2651	5	C	439.801	334.518	540.298	364.443	490.0495	349.4805	0.713153467	-0.487715524
sp|Q9BTM9-2|URM1_HUMAN	URM1	 Isoform 2 of Ubiquitin-related modifier 1 homolog OS=Homo sapiens GN=URM1	6280	2	C	245.968	93.8372	264.422	270.144	255.195	181.9906	0.713143283	-0.487736127
sp|O75489|NDUS3_HUMAN	NDUFS3	" NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens GN=NDUFS3 PE=1 SV=1"	397	32	C	6459.42	4172.43	7532.39	5804.35	6995.905	4988.39	0.713044274	-0.487936437
sp|A0AV96-2|RBM47_HUMAN	RBM47	 Isoform 2 of RNA-binding protein 47 OS=Homo sapiens GN=RBM47	6431	1	C	64.6462	47.8185	80.5275	55.69	72.58685	51.75425	0.712997602	-0.48803087
sp|P78536|ADA17_HUMAN	ADAM17	 Disintegrin and metalloproteinase domain-containing protein 17 OS=Homo sapiens GN=ADAM17 PE=1 SV=1	3695	11	C	2850.51	1338.31	2941.39	2790.41	2895.95	2064.36	0.712843799	-0.488342112
sp|Q9Y2W6|TDRKH_HUMAN	TDRKH	 Tudor and KH domain-containing protein OS=Homo sapiens GN=TDRKH PE=1 SV=2	277	3	C	379.007	166.607	400.654	389.142	389.8305	277.8745	0.712808515	-0.488413523
sp|Q9NSY1|BMP2K_HUMAN	BMP2K	 BMP-2-inducible protein kinase OS=Homo sapiens GN=BMP2K PE=1 SV=2	889	22	C	4709.34	3147.01	5374.71	4040.47	5042.025	3593.74	0.712757275	-0.488517235
sp|P54760|EPHB4_HUMAN	EPHB4	 Ephrin type-B receptor 4 OS=Homo sapiens GN=EPHB4 PE=1 SV=2	1874	10	C	1760.61	1099.86	1937.49	1535.6	1849.05	1317.73	0.712652443	-0.488729441
sp|O75976|CBPD_HUMAN	CPD	 Carboxypeptidase D OS=Homo sapiens GN=CPD PE=1 SV=2	1843	46	C	15537.8	9712.99	16185.5	12891.6	15861.65	11302.295	0.71255481	-0.488927104
sp|Q8WZA1|PMGT1_HUMAN	POMGNT1	" Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 OS=Homo sapiens GN=POMGNT1 PE=1 SV=2"	4863	4	C	1011	661.976	1105.22	845.826	1058.11	753.901	0.712497755	-0.489042626
sp|Q8N8R5|CB069_HUMAN	C2orf69	 UPF0565 protein C2orf69 OS=Homo sapiens GN=C2orf69 PE=2 SV=1	3648	3	C	505.187	380.044	614.719	417.459	559.953	398.7515	0.712116017	-0.489815793
sp|Q8NHP6|MSPD2_HUMAN	MOSPD2	 Motile sperm domain-containing protein 2 OS=Homo sapiens GN=MOSPD2 PE=1 SV=1	6268	2	C	405.359	305.941	470.437	317.636	437.898	311.7885	0.712011701	-0.490027144
sp|Q9ULL5-3|PRR12_HUMAN	PRR12	 Isoform 3 of Proline-rich protein 12 OS=Homo sapiens GN=PRR12	2932	6	C	1910.98	1355.25	2026.94	1447.45	1968.96	1401.35	0.711720908	-0.490616476
sp|Q92542-2|NICA_HUMAN	NCSTN	 Isoform 2 of Nicastrin OS=Homo sapiens GN=NCSTN	896	17	C	5074.26	3170.81	5456.64	4321.15	5265.45	3745.98	0.711426374	-0.491213636
sp|Q15785|TOM34_HUMAN	TOMM34	 Mitochondrial import receptor subunit TOM34 OS=Homo sapiens GN=TOMM34 PE=1 SV=2	2220	19	C	6459.88	3806.04	7016.7	5781.2	6738.29	4793.62	0.711400073	-0.491266972
sp|Q3YEC7-2|PARF_HUMAN	PARF	 Isoform 2 of Putative GTP-binding protein Parf OS=Homo sapiens GN=PARF	5497	9	C	3049.43	2141.68	3489.32	2509.42	3269.375	2325.55	0.711313324	-0.491442906
sp|Q9H3E2|SNX25_HUMAN	SNX25	 Sorting nexin-25 OS=Homo sapiens GN=SNX25 PE=1 SV=2	3929	2	C	512.202	341.496	601.563	450.651	556.8825	396.0735	0.711233519	-0.491604778
sp|Q93070|NAR4_HUMAN	ART4	 Ecto-ADP-ribosyltransferase 4 OS=Homo sapiens GN=ART4 PE=2 SV=2	2409	2	C	482.526	384.515	607.648	390.815	545.087	387.665	0.711198396	-0.491676025
sp|Q8N7R7-3|CCYL1_HUMAN	CCNYL1	 Isoform 3 of Cyclin-Y-like protein 1 OS=Homo sapiens GN=CCNYL1	2974	6	C	1423.58	964.529	1696.99	1254.34	1560.285	1109.4345	0.711046059	-0.49198508
sp|P41229-2|KDM5C_HUMAN	KDM5C	 Isoform 2 of Lysine-specific demethylase 5C OS=Homo sapiens GN=KDM5C	2701	10	C	1402.69	967.68	1676.51	1221.36	1539.6	1094.52	0.710911925	-0.492257259
sp|Q9H7E9-2|CH033_HUMAN	C8orf33	 Isoform 2 of UPF0488 protein C8orf33 OS=Homo sapiens GN=C8orf33	85	5	C	1441.49	971.889	1633.46	1213.8	1537.475	1092.8445	0.710804729	-0.492474816
sp|P17405|ASM_HUMAN	SMPD1	 Sphingomyelin phosphodiesterase OS=Homo sapiens GN=SMPD1 PE=1 SV=4	2357	4	C	801.063	542.305	947.7	700.34	874.3815	621.3225	0.710585139	-0.492920577
sp|Q9Y520-4|PRC2C_HUMAN	PRRC2C	 Isoform 4 of Protein PRRC2C OS=Homo sapiens GN=PRRC2C	1300	95	C	31765.2	21273.7	35846.9	26749.3	33806.05	24011.5	0.710272274	-0.493555926
sp|P27824|CALX_HUMAN	CANX	 Calnexin OS=Homo sapiens GN=CANX PE=1 SV=2	983	79	C	26907.5	20636.2	33201.2	22042.2	30054.35	21339.2	0.710020346	-0.494067728
sp|Q9NWH9|SLTM_HUMAN	SLTM	 SAFB-like transcription modulator OS=Homo sapiens GN=SLTM PE=1 SV=2	1700	21	C	7223.66	4585.64	7943.67	6173.46	7583.665	5379.55	0.709360184	-0.49540974
sp|P49406|RM19_HUMAN	MRPL19	" 39S ribosomal protein L19, mitochondrial OS=Homo sapiens GN=MRPL19 PE=1 SV=2"	5693	14	C	4714.12	3234.14	5455.28	3979.35	5084.7	3606.745	0.709332901	-0.49546523
sp|Q14697-2|GANAB_HUMAN	GANAB	 Isoform 2 of Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB	1288	67	C	20271.1	12823.9	22134.2	17254	21202.65	15038.95	0.709295772	-0.495540747
sp|A6NCE7|MP3B2_HUMAN	MAP1LC3B2	 Microtubule-associated proteins 1A/1B light chain 3 beta 2 OS=Homo sapiens GN=MAP1LC3B2 PE=2 SV=1	5815	7	C	2492.66	1338.65	2580.26	2259.37	2536.46	1799.01	0.70926015	-0.495613203
sp|Q96J02-2|ITCH_HUMAN	ITCH	 Isoform 2 of E3 ubiquitin-protein ligase Itchy homolog OS=Homo sapiens GN=ITCH	3112	12	C	2764.72	1694.15	2971.84	2374.52	2868.28	2034.335	0.709252583	-0.495628594
sp|Q99720|SGMR1_HUMAN	SIGMAR1	 Sigma non-opioid intracellular receptor 1 OS=Homo sapiens GN=SIGMAR1 PE=1 SV=1	6581	5	C	951.352	376.795	942.072	966.041	946.712	671.418	0.709210404	-0.495714394
sp|Q9Y4C2-2|F115A_HUMAN	FAM115A	 Isoform 2 of Protein FAM115A OS=Homo sapiens GN=FAM115A	2513	17	C	3957.06	2410.05	4359.58	3488.12	4158.32	2949.085	0.709201072	-0.495733379
sp|A6ZKI3|F127A_HUMAN	FAM127A	 Protein FAM127A OS=Homo sapiens GN=FAM127A PE=1 SV=1	2161	7	C	1519.57	886.73	1721.6	1409.06	1620.585	1147.895	0.708321378	-0.49752401
sp|Q9Y6W3|CAN7_HUMAN	CAPN7	 Calpain-7 OS=Homo sapiens GN=CAPN7 PE=1 SV=1	1709	6	C	1338.6	870.914	1483.7	1128.02	1411.15	999.467	0.708264182	-0.497640511
sp|Q8N4C8-2|MINK1_HUMAN	MINK1	 Isoform 1 of Misshapen-like kinase 1 OS=Homo sapiens GN=MINK1	1178	4	C	643.396	451.048	766.033	546.91	704.7145	498.979	0.70805837	-0.498059799
sp|P42785|PCP_HUMAN	PRCP	 Lysosomal Pro-X carboxypeptidase OS=Homo sapiens GN=PRCP PE=1 SV=1	2458	15	C	7905.86	5727.82	9019.73	6256.07	8462.795	5991.945	0.708033812	-0.498109838
sp|A1L390|PKHG3_HUMAN	PLEKHG3	 Pleckstrin homology domain-containing family G member 3 OS=Homo sapiens GN=PLEKHG3 PE=1 SV=1	3314	9	C	2446.2	1628.3	2726.37	2033.67	2586.285	1830.985	0.707959486	-0.498261292
sp|Q93096|TP4A1_HUMAN	PTP4A1	 Protein tyrosine phosphatase type IVA 1 OS=Homo sapiens GN=PTP4A1 PE=1 SV=2	5789	2	C	549.625	409.434	646.162	437.099	597.8935	423.2665	0.707929589	-0.498322218
sp|Q16762|THTR_HUMAN	TST	 Thiosulfate sulfurtransferase OS=Homo sapiens GN=TST PE=1 SV=4	4498	14	C	4532.02	2289.97	4511.39	4109.96	4521.705	3199.965	0.707689909	-0.498810747
sp|Q8IYS2-2|K2013_HUMAN	KIAA2013	 Isoform 2 of Uncharacterized protein KIAA2013 OS=Homo sapiens GN=KIAA2013	1405	4	C	1314.66	986.194	1399.92	934.553	1357.29	960.3735	0.707566916	-0.499061501
tr|B1A8Z4|B1A8Z4_HUMAN	SMARCA4	 SMARCA4 isoform 3 OS=Homo sapiens GN=SMARCA4 PE=2 SV=1	1334	20	C	5381.09	3840.06	6345.54	4456.34	5863.315	4148.2	0.707483736	-0.499231113
sp|Q5T440|CAF17_HUMAN	IBA57	" Putative transferase CAF17, mitochondrial OS=Homo sapiens GN=IBA57 PE=1 SV=1"	1682	4	C	1030.98	558.49	1086.78	939.234	1058.88	748.862	0.707220837	-0.499767313
sp|Q9ULH0-2|KDIS_HUMAN	KIDINS220	 Isoform 2 of Kinase D-interacting substrate of 220 kDa OS=Homo sapiens GN=KIDINS220	1503	20	C	3654.27	2193.98	3942.11	3177.87	3798.19	2685.925	0.7071592	-0.499893056
sp|Q9P2I0|CPSF2_HUMAN	CPSF2	 Cleavage and polyadenylation specificity factor subunit 2 OS=Homo sapiens GN=CPSF2 PE=1 SV=2	3520	24	C	6888.26	4208.1	7477.75	5950.01	7183.005	5079.055	0.70709334	-0.500027423
sp|P59768|GBG2_HUMAN	GNG2	 Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 OS=Homo sapiens GN=GNG2 PE=1 SV=2	4931	1	C	251.385	182.435	310.257	214.692	280.821	198.5635	0.707082091	-0.500050375
sp|P61923|COPZ1_HUMAN	COPZ1	 Coatomer subunit zeta-1 OS=Homo sapiens GN=COPZ1 PE=1 SV=1	1858	10	C	3184.54	2200.62	3778.05	2721.67	3481.295	2461.145	0.706962495	-0.500294414
sp|O43913|ORC5_HUMAN	ORC5	 Origin recognition complex subunit 5 OS=Homo sapiens GN=ORC5 PE=1 SV=1	2471	6	C	1576.39	1067.28	1921.84	1405.82	1749.115	1236.55	0.706957519	-0.50030457
sp|Q13601|KRR1_HUMAN	KRR1	 KRR1 small subunit processome component homolog OS=Homo sapiens GN=KRR1 PE=1 SV=4	4885	14	C	5284.24	3782.91	6991.2	4893.6	6137.72	4338.255	0.706818656	-0.500587976
sp|Q8IYA6|CKP2L_HUMAN	CKAP2L	 Cytoskeleton-associated protein 2-like OS=Homo sapiens GN=CKAP2L PE=1 SV=4	1852	9	C	2681.03	1701.14	3125.92	2402.98	2903.475	2052.06	0.706760003	-0.500707698
sp|Q5T447|HECD3_HUMAN	HECTD3	 E3 ubiquitin-protein ligase HECTD3 OS=Homo sapiens GN=HECTD3 PE=1 SV=1	1642	9	C	2881.21	1572.07	3058.94	2624.01	2970.075	2098.04	0.706392936	-0.501457179
sp|Q8N6T3-2|ARFG1_HUMAN	ARFGAP1	 Isoform 2 of ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens GN=ARFGAP1	1276	8	C	2171.38	1424.87	2412.22	1812.57	2291.8	1618.72	0.706309451	-0.501627694
sp|Q8N6L1|KTAP2_HUMAN	KRTCAP2	 Keratinocyte-associated protein 2 OS=Homo sapiens GN=KRTCAP2 PE=1 SV=1	6458	1	C	595.236	429.401	762.481	529.536	678.8585	479.4685	0.706286362	-0.501674857
sp|Q15032-2|R3HD1_HUMAN	R3HDM1	 Isoform 2 of R3H domain-containing protein 1 OS=Homo sapiens GN=R3HDM1	3801	8	C	2271.67	1092.34	2462.84	2251.54	2367.255	1671.94	0.706277946	-0.501692046
sp|Q8NBJ5|GT251_HUMAN	GLT25D1	 Procollagen galactosyltransferase 1 OS=Homo sapiens GN=GLT25D1 PE=1 SV=1	589	16	C	4384.5	2701.8	4966.19	3900.3	4675.345	3301.05	0.706054847	-0.502147837
sp|P42684|ABL2_HUMAN	ABL2	 Tyrosine-protein kinase ABL2 OS=Homo sapiens GN=ABL2 PE=1 SV=1	5942	4	C	812.017	517.357	933.817	715.196	872.917	616.2765	0.705996676	-0.502266705
sp|Q8NDF8-2|PAPD5_HUMAN	PAPD5	 Isoform 2 of PAP-associated domain-containing protein 5 OS=Homo sapiens GN=PAPD5	5340	3	C	445.539	261.417	477.321	390.031	461.43	325.724	0.70590122	-0.50246178
sp|O60293-2|ZC3H1_HUMAN	ZFC3H1	 Isoform 2 of Zinc finger C3H1 domain-containing protein OS=Homo sapiens GN=ZFC3H1	675	5	C	1081.01	617.844	1225.84	1010.38	1153.425	814.112	0.705821358	-0.502625008
sp|Q08AE8-2|SPIR1_HUMAN	SPIRE1	 Isoform 2 of Protein spire homolog 1 OS=Homo sapiens GN=SPIRE1	2085	4	C	1142.29	876.691	1446.99	950.872	1294.64	913.7815	0.705818992	-0.502629844
sp|Q9NRC1-2|ST7_HUMAN	ST7	 Isoform 2 of Suppressor of tumorigenicity 7 protein OS=Homo sapiens GN=ST7	7359	1	C	151.63	116.043	169.084	110.247	160.357	113.145	0.70558192	-0.503114501
sp|Q9UI42|CBPA4_HUMAN	CPA4	 Carboxypeptidase A4 OS=Homo sapiens GN=CPA4 PE=1 SV=2	1989	18	C	4958.54	3028.73	5401.05	4280.47	5179.795	3654.6	0.705549158	-0.503181491
sp|Q96JX3-2|SRAC1_HUMAN	SERAC1	 Isoform 2 of Protein SERAC1 OS=Homo sapiens GN=SERAC1	897	3	C	456.98	174.889	465.563	475.86	461.2715	325.3745	0.70538609	-0.503514968
sp|P00387-2|NB5R3_HUMAN	CYB5R3	 Isoform 2 of NADH-cytochrome b5 reductase 3 OS=Homo sapiens GN=CYB5R3	2580	28	C	9344.66	6121.87	10629.6	7964.18	9987.13	7043.025	0.705210105	-0.503874947
sp|Q8TBA6-2|GOGA5_HUMAN	GOLGA5	 Isoform 2 of Golgin subfamily A member 5 OS=Homo sapiens GN=GOLGA5	2819	26	C	7305.58	4861.26	8500.55	6281.3	7903.065	5571.28	0.704951813	-0.504403449
sp|P04066|FUCO_HUMAN	FUCA1	 Tissue alpha-L-fucosidase OS=Homo sapiens GN=FUCA1 PE=1 SV=4	4106	10	C	2458.97	1510.07	2744.07	2157.69	2601.52	1833.88	0.704926351	-0.504455559
sp|Q9H078-2|CLPB_HUMAN	CLPB	 Isoform 2 of Caseinolytic peptidase B protein homolog OS=Homo sapiens GN=CLPB	3734	19	C	5665.46	3204.6	6155.26	5126.19	5910.36	4165.395	0.704761639	-0.504792696
sp|Q9Y546|LRC42_HUMAN	LRRC42	 Leucine-rich repeat-containing protein 42 OS=Homo sapiens GN=LRRC42 PE=1 SV=1	3597	2	C	284.489	158.904	307.837	258.409	296.163	208.6565	0.704532639	-0.505261551
